job_id,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips,source,company,salary_min,salary_max,country_code
3888037023.0,HireMinds,Search Engine Marketing Analyst,"Pack up your SEM expertise and passion for travel because your next stop is a fantastic career opportunity! Our client is on a mission to make global, sustainable travel easily accessible to everyone. As the SEM Analyst on this growing team, you'll play an integral part in extending their global reach and engaging with new audiences ready to travel.  Key Requirements: 3+ years' experience managing SEM campaigns with in-depth reporting and analytics capabilities.Demonstrated improvements in key metrics including: Conversion Rate, ROAS, Quality Score, Ad Position, and ROIIn-depth understanding of SEM principles, strategies, and best practices.Experience in digital advertising platforms, including Google Ads, Bing Ads, etc.Keyword Research and identification Experience designing and interpreting A/B TestsLanding page optimizationExperience creating compelling and concise ad copy.Excellent communication skills and a collaborative approachBachelor's degree in Marketing, Business, or a related fieldExperience in travel or the tech industry highly preferred. Responsibilities include:Regularly analyze campaign data to identify trends, opportunities, and areas for improvement. Provide actionable insights to enhance performance. Develop and execute SEM strategies aligned with business goals, targeting specific customer segments, destinations, and products.Conduct comprehensive keyword research to identify high-potential search terms and create keyword lists that align with campaign objectives. Write engaging and relevant ad copy that resonates with target audiences while adhering to platform best practices. Set, monitor, and adjust keyword bids to achieve desired ad positions and maximize return on ad spend. Collaborate with cross-functional teams to ensure landing pages are relevant, user-friendly, and optimized for conversions. Plan and execute A/B tests for ad copy, landing pages, and other campaign elements to continuously improve performance. Stay updated on industry trends, monitor competitor campaigns, and adjust strategies to maintain a competitive edge. Prepare and present comprehensive performance reports, showcasing key metrics, insights, and recommendations to stakeholders. How you can impress us  Our client is excited to talk to candidates who are local to Boston and offers a remote work environment, fantastic benefits, complimentary travel perks, and a collaborative environment that promotes ownership and growth.  Make this your next stop, and apply today!",,,"Massachusetts, United States",59084.0,29.0,,,Full-time,6.0,1712454210000.0,,https://www.linkedin.com/jobs/view/3888037023/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715046210000.0,,Associate,,1712454210000.0,,0.0,FULL_TIME,,,,,,kaggle_us,,,,
3888824308.0,HomeTrust Bank,IT Business Analyst III,"Job SummaryThe Business Intelligence Analyst III routinely interacts with executives, managers, and supervisors from all lines of business to analyze requirements and create solutions for process automation, reports, queries, and productivity applications. This position serves as a liaison between the business units and IT development staff and is responsible for developing detailed project specifications, communicating effectively and consistently with all parties, and ensuring final deliverables are accurate and meet department standards. Key Responsibilities / Essential FunctionsReasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Conceptualize and document requirements and solutions for reports, process automation, APIs, and productivity applications.Create test cases and provides quality review and quality control across all project types.Ensure that developers write, translate, and code projects according to specifications.Verify that reports (Power BI/SSIS) are accurate, meet design standardizations, and contain appropriate processing options (parameters).Lead identification of business processes that can be positively impacted using automation tools like UI Path/FoxTrot or other middleware.Oversee the creation of bug-free automation routines. (Currently using UiPath)Ensure timely completion of all deliverables. Consistently communicate project status to all involved stakeholders and communicate effectively with programmer staff to achieve high quality results on projects.Complete accurate and consistent documentation across all development platforms and projects.Mentor Level I and II Analysts.Maintain confidentiality and security of sensitive information.Adhere to all corporate policies and procedures, Federal and State regulations, and laws.Complete all mandatory annual compliance training.Follow regulatory requirements, including those pertaining to the Bank Secrecy Act (BSA), Anti-Money Laundering (AML), Customer Identification Program (CIP), and OFAC to assist in the identifications, detection and determent of money laundering and other unlawful activities, as well a regulations pertaining to lending and consumer compliance to include fair lending laws. Perform other duties and special projects as assigned.  Job RequirementsEducation:Bachelor’s degree in business or computer information systems required, with a focus on system analysis and/or project management.Required:5+ years of work experience in analysis and problem resolution.Ability to run basic SQL queries for data research, production support, and quality checking reports. Familiarity with gathering requirements, quality assurance/quality control, system testing methodologies, and business documentation concepts.Ability to communicate well with technical resources and follow group processes related to project lifecycle.Highly self-motivated, detail-oriented, and possess an intellectual curiosity for learning new processes and technologies.Ability to deal with frequent change and manage competing demands with little to no direction.Understand and use bank policies and procedures to ensure operational efficiency and regulatory compliance.Understand and/or convey detailed or important instructions or ideas accurately and quickly if necessary.Proficient in Microsoft Office products.Preferred:Banking or financial services experience.Power BI and Snowflake experience. About HomeTrust BankHomeTrust Bank, founded in 1926, is a North Carolina chartered, community-focused financial institution committed to providing value-added community banking through online/mobile channels and multiple locations in Virginia, North Carolina, South Carolina, Tennessee, and Georgia. Learn more at www.htb.com. Apply today to take your first steps towards joining this talented population of employees within a growing organization.  Work Environment, Physical Requirements  The physical demands described here are representative of those that must be met by an associate to successfully perform the essential functions of this job. HomeTrust Bank promotes an equal employment opportunity workplace which includes reasonable accommodation of qualified applicants and employees.This job operates in a professional office environment and routinely uses standard office equipment such as computers, phones, photocopiers, and fax machines.Specific vision abilities required by this position include close vision, distance vision, and the ability to adjust focus.Physical activity requiring reaching, sifting, lifting to 25 lbs., finger dexterity, grasping, feeling, repetitive motions, talking and hearing are required.The employee will frequently communicate and must be able to exchange accurate information with others.The employee may need to move around their office to attend meetings and to access files, machinery, or other job-related tools.DISCLAIMER: HomeTrust Bank is an evolving company. As such this job description is not necessarily an exhaustive list of all responsibilities, duties, skills, efforts, requirements or working conditions associated with the job. While this is intended to be an accurate reflection of the current job, management reserves the right to revise the job or to require that other or different tasks be performed as assigned.HomeTrust Bank values and promotes diversity and inclusion in every aspect of our business and at every level within the company. We recruit, hire, and promote employees based on their individual ability and experience and in accordance with Affirmative Action and Equal Employment Opportunity laws and regulations. Our policy is that we do not discriminate on the basis of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, physical or mental disability, pregnancy, marital status, status as a protected veteran, or any other status protected by federal, state, or local law.
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",,,"North Carolina, United States",143442.0,21.0,,,Full-time,5.0,1712668576000.0,,https://www.linkedin.com/jobs/view/3888824308/?trk=jobs_biz_prem_srch,https://recruiting.ultipro.com/HOM1010HTRUS/JobBoard/34494d97-1ed8-4977-b8ee-604128132b1e/Opportunity/OpportunityDetail?opportunityId=133b8761-331b-48d7-968d-d7885b3d71cf,OffsiteApply,1715260541000.0,,Mid-Senior level,,1712668576000.0,recruiting.ultipro.com,0.0,FULL_TIME,,,,,,kaggle_us,,,,
3888938289.0,AHEAD,ServiceNow Business Analyst,"AHEAD builds platforms for digital business. By weaving together advances in cloud infrastructure, automation and analytics, and software delivery, we help enterprises deliver on the promise of digital transformation.

At AHEAD, we prioritize creating a culture of belonging, where all perspectives and voices are represented, valued, respected, and heard. We create spaces to empower everyone to speak up, make change, and drive the culture at AHEAD.

We are an equal opportunity employer, and do not discriminate based on an individual's race, national origin, color, gender, gender identity, gender expression, sexual orientation, religion, age, disability, marital status, or any other protected characteristic under applicable law, whether actual or perceived.

We embrace all candidates that will contribute to the diversification and enrichment of ideas and perspectives at AHEAD. 

As a ServiceNow Senior Business Process Consultant (internally known as Senior Analyst), you will utilize your extensive business process expertise and experience to define and design customer solutions utilizing the ServiceNow platform. You ensure development efforts are well documented and delivered with quality, owning the overall outcome of your projects.

Responsibilities

Coordinate with stakeholders to gather requirementsTranslate business requirements into technical specificationsAssist with client demos, working sessions, and workshopsMaintain documentation s and Knowledge articlesContribute to projects/programs that may address future concepts, products, and technologiesServes as the single point of contact for all sprint work for the other BA/BPCs on the teamHelp to direct more junior members of the teamAssist with managing SDLC related ceremonies

Qualifications

Business process experience on multiple suites and process areas outside of that suite within the ServiceNow platformStrong functional knowledge of multiple ServiceNow suites in addition to ITSMAble to discuss business requirements on integrations between ServiceNow and third party toolsCertified System Administrator preferredPrior development and/or architecture experience strongly preferredStrong presentation skillsStrong project and situational awarenessStrong communication skillsStrong attention to detailStrong customer service skillsSelf-starter

Why AHEAD

Through our daily work and internal groups like Moving Women AHEAD and RISE AHEAD, we value and benefit from diversity of people, ideas, experience, and everything in between.

We fuel growth by stacking our office with top-notch technologies in a multi-million-dollar lab, by encouraging cross department training and development, sponsoring certifications and credentials for continued learning.

We understand that you have a life outside of work. That’s why we offer paid time off, paid company holidays, and a great benefits program including maternity/paternity leave and much more!

Please note that although some job posting are indicated as remote, it is solely for the purpose of the posting. It is company policy for employees within thirty miles of an office to be in-office at least 2 days per week.",,,United States,381087.0,14.0,,,Full-time,,1712631984000.0,1.0,https://www.linkedin.com/jobs/view/3888938289/?trk=jobs_biz_prem_srch,https://jobs.lever.co/thinkahead/43216a6d-7533-4584-adeb-920cadaa4ae7/apply?source=LinkedIn,OffsiteApply,1715224649000.0,,Mid-Senior level,,1712632649000.0,jobs.lever.co,0.0,FULL_TIME,,,,,,kaggle_us,,,,
3888946712.0,Allstate,Rating & Ratemaking Insights Analyst II,"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.

You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities.

Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection.

We are the Good Hands. We don’t follow the trends. We set them.

Job Summary

The Rating & Ratemaking Insights Analyst II role will collaborate with other members of their team to provide basic to moderately complex analytical support to various areas of the organization. In addition, the individual will be responsible for supporting business processes that exist within the team and the maintenance of Allstate tools and rates to ensure accuracy. Project work includes, but not limited to: updates that affect Allstate rating plans, minor & major initiatives, basic to moderately complex data validation and ad-hoc requests.

Key Responsibilities

Understands and contributes to the overall plan for projects/processes by coordinating requirements across various disciplines, providing formal documentation if needed and developing a recommended plan and timeline for assigned workUnderstands the state regulatory environment and specific regulations in order to make appropriate decisionsCreates, updates and maintains various aspects incorporated and utilized in the Allstate rating plans and/or rating toolsPartners with appropriate customers to gather requirements and/or understands where to locate information in order to complete basic to moderate complexity processesPerforms testing and documentation, verifies quality through applications and review processes, and identifies inconsistencies in data and communicates with the appropriate customerMake daily decisions to meet accuracy standards, and to identify and resolve basic data issues with support of mentor/managerPerforms basic to moderately complex ad-hoc data requests and responds to questions for various customers

Education And Experience

4 year Bachelors Degree (Preferred)0-2 years experience (Preferred)In lieu of the above education requirements, an equivalent combination of education and experience may be considered.

Certificates, Licenses, Registrations

No Certification, License or Registration is required for the job.

Functional Skills

Basic/Intermediate proficiency in Microsoft Office suiteBasic technology skillsBasic/Intermediate decision making skillsBasic/Intermediate time and project management skillsBasic/Intermediate problem solving skillsBasic/Intermediate detail oriented and organizational skillsIntermediate communication skills (written/verbal) with both internal and external customers

Notes

The preceding description is not designed to be a complete list of all duties and responsibilities. May be required to perform other related duties as assigned. Regular, predictable attendance is an essential function of this job.

Compensation offered for this role is $56,000.00 (established starting salary) and is based on experience and qualifications.

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Hands. Greater Together. ℠

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy. For a full description of Allstate’s benefits, visit https://www.allstate.jobs/benefits/

Learn more about life at Allstate. Connect with us on Twitter, Facebook, Instagram and LinkedIn or watch a video.

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “here” for information regarding the San Francisco Fair Chance Ordinance.

For jobs in Los Angeles, please click “here” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “here”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “here”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.

",,YEARLY,United States,1835.0,56.0,56000.0,,Full-time,11.0,1712633225000.0,1.0,https://www.linkedin.com/jobs/view/3888946712/?trk=jobs_biz_prem_srch,https://www.allstate.jobs/job/20030305/rating-ratemaking-insights-analyst-ii-remote/?source=linkedinjobpostings,OffsiteApply,1715225970000.0,,,,1712633970000.0,www.allstate.jobs,0.0,FULL_TIME,USD,BASE_SALARY,56000.0,,,kaggle_us,,,,
3889413788.0,Talentify.io,Remote Data Analyst,"Employer Industry: Data Analysis

Why Consider This Job Opportunity

 Salary up to $[highest pay] Opportunity for career advancement and growth within the organization Remote work flexibility Competitive benefit packages including medical, dental, and vision insurance Access to 401k retirement account with employer matching Paid sick leave and other paid time off benefits

What To Expect (Job Responsibilities)

 Analyze, sort, and interpret large data sets to assist the construction team Understand source systems, data flows, and data models Adhere to data governance strategy and guidelines

What Is Required (Qualifications)

 5+ years of data analytic, data validation, data manipulation experience Six Sigma yellow or green belt certification Strong Power BI skills Strong Excel skills

How To Stand Out (Preferred Qualifications)

 Six Sigma Black Belt certification

#DataAnalysis #RemoteWork #CareerGrowth #CompetitivePay #Benefits

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately. Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",,,United States,2204084.0,5.0,,,Full-time,,1712620800000.0,1.0,https://www.linkedin.com/jobs/view/3889413788/?trk=jobs_biz_prem_srch,https://tfy.io/jo/hrnc_yj?utm_campaign=booc-linkedin&tdd=dDEsaDEsamxkaTAwLHI0LGVwcm82NjE0ZjU4NjZkMzFhMTE3MjI4NTgy&utm_medium=Xml&personalized=true&utm_source=linkedin,OffsiteApply,1715245945000.0,,Entry level,,1712653945000.0,tfy.io,0.0,FULL_TIME,,,,,,kaggle_us,,,,
3889414779.0,Talentify.io,Data Analyst -AITS (Hybrid/Remote),"Employer Industry: Higher Education

Why Consider This Job Opportunity

 Salary up to $80,000 Opportunity for career advancement and growth within the organization Supportive and collaborative work environment Chance to directly impact student success, research discovery, public service, and healthcare missions Continuous learning of new data analytics technologies Development of educational programs to enhance data literacy

What To Expect (Job Responsibilities)

 Engage and assist university clients with understanding and utilizing data effectively Design data analytics solutions such as reports and dashboards Coordinate and develop data education programs to enhance data literacy Actively participate in project activities and provide project status updates Provide input and support for upgrades, capacity planning, and best practices

What Is Required (Qualifications)

 High school diploma or equivalent Minimum of 2 years (24 months) of college coursework or work experience in IT-related functions Additional education, training, and work experience may be required based on position requirements Excellent communication skills, both oral and written Demonstrated ability to prioritize and collaborate in a team-oriented environment

How To Stand Out (Preferred Qualifications)

 Experience in a higher education environment Demonstrated experience with cloud data storage solutions Drive to learn and master new technologies and techniques Demonstrated ability to gather requirements and develop data analytics solutions iteratively Experience with SQL query development

#DataAnalytics #HigherEducation #CareerOpportunity #CompetitivePay #DataLiteracy

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately. Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",,YEARLY,United States,2204084.0,5.0,80000.0,,Full-time,,1712620800000.0,1.0,https://www.linkedin.com/jobs/view/3889414779/?trk=jobs_biz_prem_srch,https://tfy.io/jo/6js713x?utm_campaign=booc-linkedin&tdd=dDEsaDEsamxkaTF2LHI0LGVwcm82NjE0ZjU4NjZkMzFhMTE3MjI4NTgy&utm_medium=Xml&personalized=true&utm_source=linkedin,OffsiteApply,1715245945000.0,,Entry level,,1712653945000.0,tfy.io,0.0,FULL_TIME,USD,BASE_SALARY,80000.0,,,kaggle_us,,,,
3889417419.0,Talentify.io,Data Analyst - Remote,"Employer Industry: Healthcare Services

Why Consider This Job Opportunity

 Salary up to $137,800 annually Opportunity for career advancement and growth within the organization Work remotely from anywhere within the U.S. Comprehensive benefits package, incentive and recognition programs, equity stock purchase, and 401k contribution Clear direction on what it takes to succeed in your role and development for other roles

What To Expect (Job Responsibilities)

 Build analytical tools and lead process automation opportunities through various programming languages such as SQL and R Provide consulting services to external clients to understand and improve pharmacy benefit insights Use medical and pharmacy claims data to identify and solve a range of problems within the pharmacy benefit Query from relational databases and summarize information in a meaningful way Prioritize and organize work to meet client deadlines

What Is Required (Qualifications)

 3+ years of analytical experience 3+ years of statistical software experience with SAS, SQL, and R 1+ years of pharmacy claims & enrollment data experience

How To Stand Out (Preferred Qualifications)

 Experience with data visualization tools such as Tableau or Power BI Healthcare informatics and/or medical claims experience Ability to communicate and present data to stakeholders Intermediate level Microsoft Office Suite knowledge (Word, Excel, Outlook)

#HealthcareServices #CareerOpportunity #CompetitivePay #RemoteWork #ProfessionalGrowth

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.

Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.

Talentify helps candidates around the world to discover and stay focused on the jobs they want until they can complete a full application in the hiring company career page/ATS.",,YEARLY,United States,2204084.0,6.0,137800.0,,Full-time,,1712620800000.0,1.0,https://www.linkedin.com/jobs/view/3889417419/?trk=jobs_biz_prem_srch,https://tfy.io/jo/q4xjz2r?utm_campaign=booc-linkedin&tdd=dDEsaDEsamxkbnZwLHI0LGVwcm82NjE0ZjU4NjZkMzFhMTE3MjI4NTgy&utm_medium=Xml&personalized=true&utm_source=linkedin,OffsiteApply,1715245946000.0,,Entry level,,1712653946000.0,tfy.io,0.0,FULL_TIME,USD,BASE_SALARY,137800.0,,,kaggle_us,,,,
3889756865.0,Matlen Silver,Data Analyst/Engineer Techno Functional Analyst (Jersey City) x2,"Job Title: Data Analyst/Engineer Techno Functional Analyst
 Duration: 12-18 months
 Location: Jersey City, NJ or Charlotte, NC
 Required Pay Scale: 60-65/Hour on W2
 ***Due to client requirements this role is only open to USC or GC candidates***
 
 Job Summary:
 Project Details:
Corporate treasury data horizontal team is migrating off of Oracle RDBMS to a Hadoop Infrastructure. Processing 4 billion records of treasury data per day. POCs are complete, they are now processing data in about 1 hour. 
They need to hire this ""techno functional analyst"" not to face off with business, but more so to act like a psuedo data engineer. They will go in look and and understand data lineage, look at feed files trace it thru schemas, understand data movements, help developers do a huge migration, see where breaks are coming from as they happen, help developers understand current code and changes needed, look at legacy feeds and work them thru the new platform. dealt with large data sets in the past.
 Must Haves
mid senior exp minimum 5-7 yrs 
 data analysis, lineage not as important- wont do that for 8+ months,
 SQL at least a 4,
 rdbms,
 experience working with large data sets
 
 Desired Skills
Hadoop 
Financial industry experience
 About Matlen Silver
 Experience Matters. Let your experience be driven by our experience. For more than 40 years, Matlen Silver has delivered solutions for complex talent and technology needs to Fortune 500 companies and industry leaders. Led by hard work, honesty, and a trusted team of experts, we can say that Matlen Silver technology has created a solutions experience and legacy of success that is the difference in the way the world works.
 
 Matlen Silver is an Equal Opportunity Employer and considers all applicants for all positions without regard to race, color, religion, gender, national origin, age, sexual orientation, veteran status, the presence of a non-job-related medical condition or disability, or any other legally protected status.
 If you are a person with a disability needing assistance with the application or at any point in the hiring process, please contact us at email and/or phone at: info@matlensilver.com // 908-393-8600
 ",,HOURLY,"New Jersey, United States",16127.0,179.0,65.0,,Contract,39.0,1712668685000.0,,https://www.linkedin.com/jobs/view/3889756865/?trk=jobs_biz_prem_srch,https://www.aptrack.co/uap/AAAGoQAPaUsCHS1y/,OffsiteApply,1715260685000.0,,,,1712668685000.0,,0.0,CONTRACT,USD,BASE_SALARY,135200.0,,,kaggle_us,,,,
3889770803.0,Elsdon Consulting ltd,MDM Business Analyst,"Role: MDM Business AnalystLocation: United States (Remote Role)Employment Type: Contract - 40 hours p/w, 6-12 MonthsStart Date: 05/01/2024
Elsdon Consulting ltd are delighted to assist our client, a AWS and Snowflake Consulting Partner currently supporting some of the biggest brands across numerous industries, with an urgent requirement to add a MDM Business Analyst to the team!
In this role, you will be a skilled business consultant with experience developing proposals, identifying, and establishing metrics to communicate MDM Program value to the organization. The successful candidate will be responsible for developing compelling proposal content to bid for work and perform the work around defining, measuring, and analyzing key metrics related to MDM program's effectiveness.
Other responsibilities include: 
Collaborate with sales and business development teams to understand customer requirements and objectives. Develop detailed proposal deck, other contents outlining approach to establish the specific MDM program benefits and related metrics to the customer.Incorporate relevant metrics and impact assessments into proposal content to demonstrate value proposition. Ensure proposals are compelling, accurate, and aligned with customer expectations and industry best practices.Collaborate with stakeholders to identify key metrics relevant to the MDM program. Determine how MDM initiatives impact these metrics, quantifying the potential improvements or efficiencies gained.Develop clear and standardized methods for measuring the identified metrics. Establish criteria and benchmarks against which performance will be assessed. Document measurement processes to ensure consistency and accuracy.Develop strategies for handling any gaps or deficiencies in available data.Collect historical data to establish baseline values for the identified metrics. Utilize analytical tools and methodologies to calculate baseline performance levels. 
What we're looking for: 
Bachelor's/Master’s degree in Business Administration, Information Systems, or related field.8+ years’ proven experience in business and data analysis, preferably in a metrics-focused role.Familiarity with Master Data Management concepts and practices. Its impact to the organizationStrong analytical skills and attention to detail.Excellent communication and interpersonal abilities.Ability to work collaboratively in a cross-functional team environment.Proficiency in proposal development processes.Familiarity with cruising industry dynamics and data management challenges is preferred. 
Interested in discussing this opportunity and business further? Please click ""apply"" to be considered for this position! If you have any questions, please email me at sam.terry@elsdonconsulting.com",,,United States,5359035.0,189.0,,,Contract,61.0,1712669605000.0,1.0,https://www.linkedin.com/jobs/view/3889770803/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715261605000.0,,Mid-Senior level,,1712669605000.0,,0.0,CONTRACT,,,,,,kaggle_us,,,,
3890891467.0,PriceSenz,Business Analyst III,"Are you a Business Analyst with a passion for detail and a collaborative spirit? If so, we have a great opportunity for you. We are seeking a skilled Business Analyst III to join our team. In this remote position, you will play a critical role in gathering, analysing, and documenting system requirements. You will also collaborate with business owners and technical teams to develop user stories, test plans, and ensure top-notch quality assurance.“Job Title - Business Analyst IIILocation - Texas, Texas RemotePrimary Responsibilities:Document detailed system requirements (functional, technical, EIR accessibility, and Security).Write and revise user stories in collaboration with business owners and technical teams.Perform systems analysis to include creation of business process maps, conceptual models, object and use case models and system architecture diagrams to support project needs.Review, analyze, evaluate, execute and develop test cases and scenarios based on business and system requirements to ensure traceability.Design quality assurance test plans and coordinate user acceptance testing. Works in cooperation with the project team to identify and document software defects and works with the project’s Technical Lead to coordinate defect solutions. Work is accomplished in a highly collaborative environment.Ability to work independently with minimal supervision and meet tight deadlines.Minimum Requirements (8 years)Experience in planning, leading, gathering and analyzing business requirements, user stories, preparing and executing fit gap analysis, and developing software specifications, complex test scenarios and test plans in cooperation with business and technical groupsExperience preparing and executing test plans; leading and assisting team members in performing and completing test activities; performing testing; and documenting/communicating testing resultsExperience testing interfaces, data conversion and migration in support of projects replacing large, complex legacy systemsExperience simultaneously collecting requirements across multiple program areas or organizations that are geographically dispersed and that have varying business needsExperience in synthesizing data requirements and developing conceptual data models from requirements and user storiesExperience gathering, documenting and capturing design requirements for business reportingExperience with Software Development Life Cycle (SDLC) management software such as HP Application Lifecycle Management (ALM) or AtlassianExperience in assisting with development of plans and work artifacts in support of the project management life cycleKnowledge of the SDLC principles, practices and techniques of application programming and software designAbility to accurately test software applications using a data driven development approachSkill in solving problems; in scheduling, testing, installing, and implementing programs; and in troubleshooting computer software systemsExperience facilitating workshops, meetings and collaborative work sessions with cross-functional teams in a remote environmentSkilled in the use Microsoft Office, Excel, Visio, PowerPoint and SharePoint.
Term of ServiceServices are expected to start as soon as possible and are expected to be completed by August 31, 2024, or when total hours estimated on work order have been depleted, whichever occurs first. Total estimated Worker hours shall not exceed 2800 hours per worker. This service may be amended, renewed and/or extended and hours added upon mutual written agreement of the parties. Work Hours and LocationServices shall be provided during normal business hours unless otherwise coordinated. Normal business hours are Monday through Friday from 8:00 AM to 5:00 PM, excluding State holidays when the agency is closed. If the Vendor is headquartered in Texas, this position is eligible for telecommuting from within the Continental United States. If not headquartered in Texas, this position is eligible for telecommuting from anywhere in the state of Texas. Candidates must be residing in Texas or willing to relocate to Texas by their start date. This is a remote position. Ideal candidates must have a secure, dedicated workspace with Internet service, ability to maintain a reliable consistent work schedule, and be available for weekly meetings and group collaboration via Microsoft Teams and other applications during regular business hours. Position may require team members to come into the office for scheduled meetings”Ready to take the next step? Don't miss this exciting opportunity to make a difference in Texas. Apply now





",,,"Texas, United States",9328925.0,11.0,,,Contract,1.0,1712856205000.0,1.0,https://www.linkedin.com/jobs/view/3890891467/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715448205000.0,,,,1712856205000.0,,0.0,CONTRACT,,,,,,kaggle_us,,,,
3890893424.0,"Ashley Ellis, Inc",Senior Business Analyst,"Senior Business analyst
Remote- EST hours6-12 month contract$50-65/hr W2
Out client is looking for a Sr. Business Analyst to join their team! The ideal candidate will play a role in the development of multiple parts of the business by analyzing past, current, and future business trends. This individual will establish strategies to achieve desired outcomes and implement these strategies. They will often work cross-functionally with internal business units in order to understand the challenges that these teams are face and provide solutions to these groups. 
ResponsibilitiesWrite good user storiesCommunicate and implement strategies alongside technical teamIdentify and solve weaknesses within the organizationExplore new ways to increase customer or client satisfaction
Qualifications
Bachelor's degree in Business or related field7+ years' of experience in related industryExperience with data mapping and system integrationAgile/Scrum background is preferredStrong written and verbal communication skills",65.0,HOURLY,"Ohio, United States",221815.0,3.0,,50.0,Contract,,1712855522000.0,1.0,https://www.linkedin.com/jobs/view/3890893424/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1715447521000.0,,Mid-Senior level,,1712855522000.0,,0.0,CONTRACT,USD,BASE_SALARY,119600.0,,,kaggle_us,,,,
